complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-01706,Personal loan,Managing account,Unauthorized charges appeared on my personal loan. I reported the managing account but the company refused to investigate properly.,2021-10-23
COMP-01707,Student loan,Closing account,My student loan application was denied without explanation. The closing account has been ongoing for 8 days and I have received no response.,2023-03-01
COMP-01708,Student loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 37 days. The student loan department keeps transferring me without helping.,2024-08-31
COMP-01709,Debt collection,Problem with payment,I was charged an unexpected fee of $52 on my debt collection account. I called customer service and waited 62 minutes but got no resolution.,2021-07-11
COMP-01710,Student loan,Fraud or scam,My student loan application was denied without explanation. The fraud or scam has been ongoing for 42 days and I have received no response.,2021-06-14
COMP-01711,Credit card,Incorrect information on report,The interest rate on my credit card was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-08-05
COMP-01712,Personal loan,Billing disputes,I have been trying to resolve this billing disputes for 42 days. The personal loan department keeps transferring me without helping.,2024-08-14
COMP-01713,Money transfer,Account access issues,I was charged an unexpected fee of $139 on my money transfer account. I called customer service and waited 52 minutes but got no resolution.,2022-02-27
COMP-01714,Checking account,Account access issues,Unauthorized charges appeared on my checking account. I reported the account access issues but the company refused to investigate properly.,2022-02-15
COMP-01715,Mortgage,Account access issues,Unauthorized charges appeared on my mortgage. I reported the account access issues but the company refused to investigate properly.,2023-10-26
COMP-01716,Money transfer,Fraud or scam,The interest rate on my money transfer was changed without notice. This fraud or scam is causing significant financial hardship.,2021-09-15
COMP-01717,Auto loan,Managing account,I have been trying to resolve this managing account for 21 days. The auto loan department keeps transferring me without helping.,2021-06-15
COMP-01718,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 75 days and I have received no response.,2023-10-14
COMP-01719,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 64 days and I have received no response.,2021-08-13
COMP-01720,Money transfer,Incorrect information on report,Unauthorized charges appeared on my money transfer. I reported the incorrect information on report but the company refused to investigate properly.,2021-02-10
COMP-01721,Student loan,Unauthorized transactions,The interest rate on my student loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2022-05-26
COMP-01722,Checking account,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 32 days. The checking account department keeps transferring me without helping.,2021-10-28
COMP-01723,Debt collection,Incorrect information on report,The interest rate on my debt collection was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-03-11
COMP-01724,Debt collection,Managing account,My debt collection application was denied without explanation. The managing account has been ongoing for 71 days and I have received no response.,2023-05-14
COMP-01725,Money transfer,Incorrect information on report,I have been trying to resolve this incorrect information on report for 67 days. The money transfer department keeps transferring me without helping.,2020-08-30
COMP-01726,Student loan,Unauthorized transactions,The interest rate on my student loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2021-03-14
COMP-01727,Debt collection,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 51 days. The debt collection department keeps transferring me without helping.,2024-02-25
